50000
snowcap,Castanea_dentata
XX,petty_spurge
Broca's_area,vomer
Superior,dust_cloud
aerolite,peacock_flower_fence
autoradiography,Begonia_tuberhybrida
chervil,bonelet
leafage,Glechoma_hederaceae
accompaniment,tickseed_sunflower
trachea,scalp_lock
intercostal,spiracle
Cnidoscolus_urens,wood_fern
dactyl,Caribbean
intima,Roman_wormwood
bird_of_paradise,Dipsacus_fullonum
sunflower,kidney_bean
stephanion,angular_artery
fibrinogen,Pterocarpus_santalinus
purple_locoweed,whorled_aster
yellow_mombin,midgrass
bimli_hemp,Lake_Mead
crocus,white_wood_aster
Aaron's_rod,Arkansas_River
Heracleum_sphondylium,sacral_plexus
occipital_gyrus,supinator
medial_rectus,benzoyl_group
Garcinia_hanburyi,ramee
Sapindus_saponaria,red_campion
vocal_organ,afterglow
unicorn_root,California_yellow_bells
drag,whorled_milkweed
Coniogramme_japonica,sea-level_pressure
Coeloglossum_viride,mare_clausum
neutron_radiation,Volkhov_River
brittle_maidenhair_fern,scarlet_wisteria_tree
proud_flesh,Codiaeum_variegatum
Butea_monosperma,cayenne_pepper
cortical_potential,galax
gastrocolic_omentum,Citrus_limetta
musculus_sphincter_ani_externus,cypress_tree
oculus_sinister,pyramid_bugle
feijoa,common_carotid_artery
Cheyne-Stokes_respiration,OS
Thuja_orientalis,Ping_River
Lupinus_texensis,Tanacetum_douglasii
Arundo_conspicua,low
Lychnis_coronaria,hot_weather
Caesalpinia_bonduc,Phaseolus_limensis
Origanum_majorana,internasal_suture
Doryopteris_pedata,Jatropha_curcus
corpus_luteum,blackberry-lily
arteria_temporalis_intermedia,stirrup
Yukon,prat
self-stimulation,auditory_ossicle
croupe,goora_nut
caranda,western_wall_flower
kaffir_corn,vena_vesicalis
Corylus_avellana_grandis,moonflower
hyperemesis,Davalia_bullata_mariesii
Iris_persica,Eucalyptus_camaldulensis
haemogenesis,Dacrycarpus_dacrydioides
Aralia_spinosa,ladies'-eardrop
Origanum_majorana,surinam_cherry
phellem,phanerogam
English_iris,mountain_pride
cuckoo_flower,variegated_scouring_rush
dense-leaved_elodea,unfolding
star_grass,fringed_polygala
wild_oats,knawe
bad_weather,flame_pea
spindleshanks,Montia_chamissoi
lateral_line_organ,Holarrhena_antidysenterica
rasp_fern,Camptosorus_rhizophyllus
Rhine,Campanula_persicifolia
black-stemmed_spleenwort,lilyturf
Firth_of_Clyde,Epilobium_canum_canum
flagellum,Aeonium_haworthii
Lathyrus_japonicus,Talinum_calycinum
false_bittersweet,wild_lily_of_the_valley
Queen_Anne's_lace,yellow_jasmine
inferior_planet,weather_condition
Virginia_serpentaria,stretch_receptor
yellow_lady's_slipper,Equisetum_arvense
laurelwood,kurchi
tremble,funnel-crest_rosebud_orchid
fern_seed,Cassiope_mertensiana
occipital_lobe,musculus_abductor_pollicis
musculus_triceps_brachii,Dryopteris_phegopteris
windfall,flax
ascospore,undescended_testis
Cinchona_cordifolia,Sambucus_pubens
white-heart_hickory,forest_red_gum
line_storm,infrared_radiation
Rorippa_amphibia,Astroloma_humifusum
prechlorination,bog_pimpernel
Jacquinia_armillaris,papooseroot
liparis,baroreceptor
tar-wood,French_rye
right,pedicle
vena_jugularis,Indian_crocus
cyclooxygenase,swelling
purification,cottonweed
alligator_grass,Little_Bighorn_River
cosmic_dust,running_pine
fragrant_woodsia,lizard_orchid
saw_palmetto,ramee
salad_burnet,Rosa_laevigata
weeping_tree_broom,lump
Rhamnus_californicus,vena_obturatoria
Chinese_cinnamon,sulcus_lateralis_cerebri
simple_leaf,torque
seeded_raisin,striped_violet
materialisation,bight
cypripedia,glucosamine
pumpkin_seed,California_olive
seed_fern,Dianthus_caryophyllus
Lobularia_maritima,Russian_tumbleweed
ceratin,globeflower
nicker_seed,cecum
chop-suey_greens,halogeton
Drynaria_rigidula,passing
stand_oil,acclimatization
facial_nerve,germ
false_buckthorn,blue_jet
buffalo_clover,cubitus
large-flowered_calamint,Rhodes_grass
ethyl_group,Saint_Lawrence
blue_skullcap,floor_wax
Solanum_tuberosum,Lake_Tahoe
polymorph,vehicle-borne_transmission
crude,stinger
Coral_Sea,ray_floret
vena_retromandibularis,honeydew
stretch_reflex,otic_ganglion
garden_pea,globin
beaked_parsley,Campyloneurum_augustifolium
Rudbeckia_laciniata,Centranthus_ruber
Pennisetum_cenchroides,Wernicke's_center
glory_fern,Thelypteris_dryopteris
Cordyline_australis,Phaseolus_angularis
repression,sea_onion
broomweed,deodar_cedar
flare_star,hedeoma_oil
soyabean_oil,reflation
sum,Santa_Cruz_cypress
physical_process,Blighia_sapida
fleur-de-lis,Acrocomia_vinifera
rush_rose,wild_cranberry
myrtle,Fraxinus_oregona
crape_myrtle,Hugueninia_tanacetifolia
loculus,accelerator_factor
Asclepia_meadii,Cucurbita_pepo
Petroselinum_crispum_neapolitanum,implantation
prairie_lotus,Arenaria_groenlandica
sporangium,Northern_Spy
double_replacement_reaction,Himalayan_lilac
copulation,passing_water
antenna,tall_cupflower
Simarouba_amara,narrow-leaved_white-topped_aster
putz,paint_leaf
Chenopodium_glaucum,Thuja_orientalis
scabious,cow_parsnip
Solanopteris_bifrons,business_data_processing
gliricidia,Betula_papyrifera
wild_red_oat,triceps_brachii
lamella,Nelumbo_lutea
cloudberry,Oxalis_corniculata
inpouring,Centaurus
placenta,gray_goldenrod
lycopod,spinach_mustard
wolf_bean,Atropa_belladonna
Bidens_coronata,clearweed
Tacca_pinnatifida,orach
golden_chain,thin-leaved_stringybark
balsam_willow,synthesis
pectoral_girdle,Anemopsis_californica
rose_of_Jericho,cecum
swallowwort,staghorn_moss
umbrellawort,puddle
Amur_River,transaminase
Hooker's_orchid,Acanthocereus_pentagonus
Opuntia_lindheimeri,turpentine
marsh_St-John's_wort,Phacelia_tanacetifolia
pudendal_artery,four_o'clock
Alpha_Geminorum,Virginia_crownbeard
arbor,Quercus_texana
coral_necklace,eiderdown
Port_Jackson_heath,garambulla
autoregulation,Bering_Sea
bicuspid_valve,Foeniculum_vulgare_dulce
section,haptoglobin
shamrock_pea,Mobuto_Lake
jack_oak,glans
obedience_plant,Zauschneria_californica
Rocky_Mountains_cherry,European_elm
Galium_boreale,yautia
florist's_willow,arc
sneezing,brittle_bladder_fern
Dacrydium_franklinii,wild_strawberry
animal_foot,carboxyl_group
Opuntia_tuna,tum
Darmera_peltata,Greek_valerian
pistillode,lavender_cotton
muscat,slit
atmospheric_electricity,quandang
cluster_of_differentiation_4,tinea_barbae
Narragansett_Bay,wave_front
Prince_Albert_yew,ionisation
tarn,Lens_culinaris
sudation,lateral_rectus
arum_lily,Cassia_grandis
red_dogwood,Verbesina_alternifolia
chardonnay_grape,attar
left_atrioventricular_valve,electromotive_force
kidney_vetch,lien
turbulence,belay
sphincter,crinkle-root
Spanish_lime,variously-leaved_pondweed
Pueraria_lobata,beach_morning_glory
Schlumbergera_truncatus,Spondias_purpurea
shortening,scale_leaf
velum,tare
regeneration,nuclear_energy
talipot,croup
cry-baby_tree,cenogenesis
Fagus_sylvatica_atropunicea,vent
cancerweed,Dalbergia_nigra
Panax_quinquefolius,Pellaea_ornithopus
breathing_in,waist
Bight_of_Benin,IgD
uvea,pachouli
giant_garlic,cod_oil
Alpinia_Zerumbet,Roman_nettle
Grus,pointed-leaf_maple
tegument,vena_anastomotica
wing,Yosemite_Falls
squawroot,James_River
closed_gentian,Setaria_italica
Physalis_pruinosa,vena_canaliculi_cochleae
broomweed,yellow_pond_lily
catalysis,Pinus_sylvestris
nest,carriage_return
haemal_arch,wisdom_tooth
ulceration,silver-bell_tree
smiler,thoracoepigastric_vein
Leucothoe_fontanesiana,mariposa_lily
precipitation,seeded_raisin
Chamaecrista_fasciculata,Helipterum_manglesii
Castanea_pumila,satin_flower
intima,tall_buttercup
weaver's_broom,antihemophilic_factor
Matteuccia_struthiopteris,Strait_of_Magellan
gyrus_cinguli,wild_oats
pignut,bayberry_wax
rock_oil,intercostal
common_vetchling,Heritiera_macrophylla
Carya_illinoinsis,antihaemophilic_factor
Epidendrum_venosum,short-spurred_fragrant_orchid
Yangtze_River,singultus
sandwort,sleet
armor,inflorescence
Cape_dagga,tree_tomato
rattan_palm,cross-linkage
downdraft,electrical_resistance
cusp,azo_group
snow_flurry,corkwood_tree
dita_bark,goatsbeard
arteria_poplitea,Scolopendrium_nigripes
facial_muscle,ileum
Lysimachia_quadrifolia,wild_climbing_hempweed
sinus_venosus_sclerae,prairie_gentian
Setaria_italica_rubrofructa,sassafras_oil
ladies'_tresses,Sorbus_aucuparia
tibialis_muscle,currajong
wonder_bean,strait
Portuguese_cypress,gluteus_maximus
pivot_joint,phenomenon
flap,pincushion_flower
European_mountain_ash,rabbitweed
Acrocomia_vinifera,uropygium
shoulder_blade,Cinchona_pubescens
vasa_brevis,Lithospermum_canescens
American_dwarf_birch,word_processing
blue_sage,Circis_siliquastrum
feathertop,acid-base_equilibrium
posterior_horn,great_knapweed
recess,sweet_granadilla
knuckle_joint,femoral_nerve
Rhone_River,kola_nut_tree
CMBR,Aster_acuminatus
flax,arteria_gastrica_breves
differentiation,American_gray_birch
Norwegian_Sea,whitecup
mastoidale,one-flowered_pyrola
Senecio_triangularis,fume
arteria_colica,nitrogenase
auricular_appendage,cup_and_saucer
gust,western_chokecherry
three-seeded_mercury,lime_tree
pericardial_space,leathery_grape_fern
left_hand,rough_pea
XY,wattage
Cynodon_plectostachyum,Nephelium_litchi
turbinate_bone,body_of_water
acid-base_equilibrium,turkey_oak
Plagianthus_betulinus,pear_hawthorn
earthnut,descending_aorta
Passiflora_edulis,Trilisa_odoratissima
flatfoot,marvel-of-Peru
eyebrow,Scolymus_hispanicus
lords-and-ladies,Spiranthes_romanzoffiana
gustatory_organ,linguistic_process
shallu,plum-fruited_yew
Fumaria_claviculata,greenhood
wych_elm,lysis
histone,annual_parallax
sporophore,response
American_olive,Mandragora_officinarum
oxtail,wild_mustard
Bechtel_crab,wild_bean
winter_cherry,Amorphophallus_rivieri
Lablab_purpureus,Pinus_longaeva
Gemini,hollygrape
can,sahuaro
vena_iliaca,high_wind
head_sea,learned_response
angular_vein,Citrus_limon
black_bamboo,Lavandula_stoechas
tumour_necrosis_factor,immunoglobulin_M
ligament,pubic_bone
caudal_appendage,Triticum_dicoccum
brome,hybridization
wild_spinach,bellflower
Platystemon_californicus,Molucella_laevis
yellow_sand_verbena,Corallorhiza_striata
vena_cerebri,large_cranberry
circumflex_femoral_vein,nervus_trigeminus
Lake_Tanganyika,wild_senna
yellow_bristle_grass,prepuce
maidenhead,Pistia_stratiotes
gale,heartleaf_manzanita
Hyacinthoides_nonscripta,frond
Niagara_River,womb
Lactuca_sativa_longifolia,carcase
arteria_temporalis_intermedia,Calendula_officinalis
orange_daisy,business_data_processing
bigarade,bay-leaved_caper
brown_ash,matai
spontaneous_generation,zucchini
oat,rootlet
Aster_turbinellis,Rorippa_islandica
Martynia_arenaria,NGF
Amsonia_tabernaemontana,Bursera_simaruba
caressing,bottle_gourd
growth,cirio
Syringa_emodi,Passiflora_mollissima
Rigil_Kent,starflower
cassia,downy_haw
fibrous_tissue,Pilea_pumilla
fasciculus,rectus_inferior
pine_lily,Crocodile_River
Merrimack_River,uriniferous_tubule
bartlett_pear,acoustic_radiation_pressure
alpine_gold,Caucasian_walnut
adult_tooth,frill
slump,yellow_cedar
Sida_spinosa,psychosexual_development
Satureia_montana,solar_energy
perversion,clementine
mealy_sage,lightwood
nerve_tract,Abies_venusta
simal,cloven_foot
white_cinnamon,grama
pseudocarp,winged_elm
yam,Eleusine_coracana
atrium_of_the_heart,Mucuna_pruriens_utilis
maule's_quince,Texas_snowbells
strawberry_saxifrage,concurrent_execution
hops,Salix_pendulina_blanda
Alliaria_officinalis,Long_Island_Sound
Phellodendron_amurense,peachwood
holly_fern,Jerusalem_thorn
double_decomposition_reaction,Irtish_River
Eugenia_uniflora,bushman's_poison
summer_squash,wind
Grus,Urubupunga
IOP,Sarcostemma_acidum
Satureia_hortensis,Sporobolus_cryptandrus
Bowiea_volubilis,refilling
quick_grass,Carya_illinoensis
Agave_tequilana,arteria_arcuata
Coosa_River,calmness
Croton_eluteria,glycolysis
feijoa,Aster_ptarmicoides
stratus_cloud,common_polypody
common_cockscomb,Tulipa_clusiana
small-leaved_linden,nervus_vestibulocochlearis
Robinia_hispida,eucalyptus
panther_lily,arteria_poplitea
wild_snapdragon,Yucca_glauca
rattlebox,superior_rectus_muscle
Pinus_quadrifolia,wonder_bean
Castilleja_chromosa,Persian_walnut
sarcolemma,periosteum
broad-leaved_montia,Humulus_japonicus
conditional_reaction,Callirhoe_involucrata
prevailing_wind,raw_weather
Lake_Superior,arariba
Abronia_umbellata,nates
queen_of_the_night,vena_tibialis
meteor_shower,avocado_pear
dentin,influx
Scotch_fir,goatsfoot
arteria_cerebelli,earlobe
depression,fornix
bitter_almond,great-leaved_macrophylla
spinach,Epimedium_grandiflorum
complement_fixation,Siberian_spruce
Celastric_articulatus,pothos
suksdorfia,blue_fleabane
omophagia,planet
Parkinsonia_florida,Prunus_pumila
yellow_henbane,white_silk-cotton_tree
Athyrium_thelypteroides,Cryptomeria_japonica
Gulf_of_Mexico,Celastrus_orbiculatus
blastomycosis,Valerianella_locusta
Canella_winterana,African_walnut
kinesis,association_cortex
Linanthus_dianthiflorus,iridaceous_plant
field_mouse-ear,tarragon
rabbit_brush,dog_rose
Potomac,Ulmus_thomasii
spinal_nerve_roots,rachis
Panicum_virgatum,Remicade
palpebra,firewheel_tree
Platymiscium_pinnatum,Euphorbia_peplus
decumary,Sarracenia_minor
boiling,musculus_teres_major
Calopogon_pulchellum,leaf_lettuce
IOP,internal_iliac_artery
Eucalyptus_camphora,black_archangel
corn_cockle,horseshoe_vetch
Bocconia_frutescens,natural_selection
depression,organ_of_speech
meatus,alveolus
mariposa,haematopoiesis
Okeechobee_Waterway,wild_plum_tree
Pisum_sativum,catastrophe
Dryopteris_thelypteris,temporal_lobe
utricle,water
nitrogenase,celeriac
moonshine,Newtown_Wonder
white_prairie_aster,cob
ventricle,fir_cone
receptacle,cranberry_heath
effluence,tomatillo
Sparmannia_africana,sweet_corn
tunica_conjunctiva_bulbi,vena_iliolumbalis
Easter_lily,lacrimal_vein
ionic_bond,wild_China_tree
Eucalyptus_delegatensis,Ligustrum_lucidum
trailing_arbutus,white_cinnamon
maize,vase_vine
nitrite,dryland_berry
Polemonium_reptans,visceral_pleura
celery-topped_pine,sweet_balm
moment,coco_plum_tree
daily_dew,Oxalis_corniculata
lady-slipper,Cenchrus_ciliaris
Ormosia_coarctata,pinocytosis
underpart,calypter
stock,train_oil
gastrulation,giving_birth
Carissa_bispinosa,alimentary_tract_smear
plant,silver-leaved_nightshade
Brassica_rapa_chinensis,Deneb
cosmic_microwave_background_radiation,Abies_lowiana
Joe-Pye_weed,mere
croton_oil,cytogeny
ptyalin,peeling
Rauwolfia_serpentina,inferior_epigastric_vein
Abronia_villosa,seeded_raisin
Euphorbia_cyparissias,Pacific
snuggling,orbital_point
American_sweet_chestnut,sweet_corn_plant
Zigadenus_glaucus,sacculus
Sambucus_pubens,silver_linden
Chang,yew
visual_cortex,water_hickory
sagebrush_mariposa_tulip,Dryopteris_oreopteris
Malus_ioensis,warming
ocean,Uranus
physic_nut,sprig
bog_candles,Myristica_fragrans
branch,bulblet_bladder_fern
yellow_salsify,bear's-paw_fern
gulping,arm
nucleus_niger,DC
swamp_maple,cape_gooseberry
Acacia_melanoxylon,custard_apple
eucalyptus_tree,silver_linden
acyl_group,sinciput
welwitschia,fetterbush
Pterocarya_fraxinifolia,Lamium_amplexicaule
tuna_oil,Kasai
Oleandra_mollis,seism
lamina_arcus_vertebrae,Para_River
coconut,Oenothera_biennis
stillness,bursa_omentalis
Outaouais,Virginia_chain_fern
stirrup,love-in-winter
Brassica_kaber,purslane_speedwell
sweet_violet,rapid
cervical_nerve,cutis
wall_rocket,Medicago_arborea
wink,opacification
crosswind,exothermic_reaction
bladder_sphincter,bonduc_tree
cuneate_leaf,smoking
antihaemophilic_factor,carib_wood
electron_radiation,photoelectron
premature_ejaculation,anal_sphincter
ladies'_slipper,lepidobotrys
stinking_mayweed,duodenum
speech_organ,Quercus_wizlizenii
heterosexuality,os_tarsi_fibulare
appendicular_skeleton,fractional_process
hagberry_tree,benni
diffraction,digit
womb,cow_oak
annexa,puckerbush
kanaf,central_nervous_system
soy,vitelline_sac
Corvus,agonist
content,Lake_Mead
waterleaf,rose_leek
white_lily,pig_laurel
Gazania_rigens,agueweed
Pinus_glabra,bearwood
atlas_vertebra,cineraria
accessory_hemiazygous_vein,sweet_cassava
willowherb,doura
Cedrela_odorata,perineum
Doryopteris_pedata,temple
Arabis_turrita,hard_wheat
Thelypteris_palustris_pubescens,Silene_caroliniana
tall_oil,whiteout
Lilium_superbum,American_holly
agamete,quill
cirrocumulus_cloud,lancewood
increase,privates
Hippeastrum_puniceum,red_morning-glory
lignum_vitae,grass-leaved_golden_aster
eyelash,corn_gluten
lump,kisser
water_hyacinth,Riesling
bioluminescence,mildew
Eyre,bush_vetch
waxwork,androgenesis
antheridium,acidification
governor's_plum,Yukon_River
blue_false_indigo,gerardia
bowlder,Lysiloma_latisiliqua
Vega,Schreiber's_aster
Cortaderia_selloana,tidytips
Aegospotami,cubital_joint
shad-flower,love-in-a-mist
radiant_energy,rain_cloud
croton,Viccinium_membranaceum
scouring_rush,meristem
Anacardium_occidentale,amphitropous_ovule
celery-leaved_buttercup,keratinisation
rosebay_willowherb,pars_nervosa
real-time_processing,chocolate_tree
tomato_plant,storage
first_stomach,old_witch_grass
catabolism,andelmin
Stephanotis_floribunda,dwarf_maple
brickbat,Lavandula_officinalis
humerus,main
Adansonia_gregorii,cloud_grass
musculus_abductor_digiti_minimi_manus,yellow_watercress
grass_pink,indirect_transmission
XXY,systema_lymphaticum
Uvularia_grandiflora,desert_plant
knotted_marjoram,subalpine_fir
cortina,hypochondrium
spruce,Mirabilis_uniflora
reaction_formation,nim_tree
Torreya_californica,gri-gri
bishop's_pine,Ornithogalum_umbellatum
Ornithogalum_pyrenaicum,coition
South_Sea,Chenopodium_ambrosioides
Triangulum,runner_bean
Viola_sylvatica,Coleus_amboinicus
evergreen_blueberry,Cypripedium_fasciculatum
obturator_vein,ray_of_light
cancerweed,Baptisia_lactea
hairy_willowherb,pumpkin
Pinus_muricata,tappa
locoweed,ambulacrum
dextrose,horsetail
Trilisa_odoratissima,Eruca_vesicaria_sativa
midrib,professionalisation
vaginal_birth,quassia
mistletoe_fig,lateral_condyle
Bermuda_buttercup,Cape_primrose
soaker,grease
Seneka_snakeroot,silver_oak
grinding,compound_pistil
embryonic_tissue,English_daisy
Oenothera_macrocarpa,hepatic_duct
Brewer's_spruce,sutura_lamboidea
Laburnum_anagyroides,float
Pouteria_campechiana_nervosa,swimmeret
making_love,Arabian_jasmine
Plantago_psyllium,Lupinus_texensis
relishing,Carpinus_betulus
glade_mallow,Vincetoxicum_negrum
cytosmear,common_mallow
decomposition,depressor_muscle
mitt,pyriform_area
physical_entity,Eucalyptus_pauciflora
Gnaphalium_sylvaticum,system_of_macrophages
sand_sage,reducing
prickly_custard_apple,Triplochiton_scleroxcylon
Lycopus_virginicus,Saxifraga_stolonifera
Florida_strangler_fig,Quercus_chrysolepis
Irtish_River,Haplopappus_acaulis
native_fuchsia,snow_trillium
fore-wing,golden_calla
germ_layer,dwarf_golden_chinkapin
Eriogonum_allenii,Paraguay_tea
Tugela,Symplocus_tinctoria
Trent_River,coral-wood
Americanization,floor_wax
trout_lily,anterior_facial_vein
wax_myrtle,Great_Dog
serous_membrane,common_ragweed
saprophyte,Guaira
catalase,oxalis
St._Elmo's_fire,great_yellow_gentian
Cotoneaster_horizontalis,pink_fritillary
zaman,sutura_lamboidea
liliopsid,Metasequoia_glyptostrodoides
Drimys_winteri,magnolia
Caesalpinia_decapetala,fellatio
strawberry_geranium,eglantine
thermionic_current,Penobscot_Bay
serratus_muscles,Mysore_thorn
photoconductivity,Betula_pubescens
heat_of_dissociation,food_chain
broom_snakeroot,downy_wood_mint
orange,Lena
vena_tibialis,blossom
flood,poplar
India-rubber_tree,Helminthostachys_zeylanica
Spanish_cedar,stave_wood
Wernicke's_center,wild_rye
Ranunculus_repens,rose_geranium
prickly-seeded_spinach,swelling
bulb,douglas_hemlock
sour_gourd,Artemisia_stelleriana
Thanksgiving_cactus,jaboticaba
chaenactis,India-rubber_plant
Spanish_heath,pia_mater
Sisymbrium_officinale,vermiculation
dumb_cane,supernova
arm_bone,Centaurea_imperialis
portulaca,mosquito_fern
roll_in_the_hay,olive_oil
necessary,beefwood
